name,dateOfBirth,phoneNumber,gender,state,postcode,address,position,fullAddress,random5num,staffID
Tyrone Haill,11/3/1987,017-5270833,M,Sabah,56438,652 Sloan Street,nurse,"652 Sloan Street, 56438, Sabah",52101,N52101
Jaimie Grabham,2/15/1903,019-7871343,F,Putrajaya,27238,29 Cody Crossing,nurse,"29 Cody Crossing, 27238, Putrajaya",71872,N71872
Roslyn Prendergrass,5/9/1961,010-90400286,F,Negeri Sembilan,24848,88642 Bowman Center,nurse,"88642 Bowman Center, 24848, Negeri Sembilan",39730,N39730
Gianna Jedrzaszkiewicz,11/24/1910,019-1010698,M,Sabah,09195,77095 Prairieview Road,nurse,"77095 Prairieview Road, 09195, Sabah",60250,N60250
Arnold Aingel,10/30/1975,018-9604976,F,Kuala Lumpur,25957,69 Waywood Hill,doctor,"69 Waywood Hill, 25957, Kuala Lumpur",12363,D12363
Benedetta Petrelli,8/27/1944,019-1866260,F,Melaka,66938,080 Eagle Crest Alley,nurse,"080 Eagle Crest Alley, 66938, Melaka",59613,N59613
Giuditta Risman,6/2/1941,010-85955169,M,Kedah,17936,86918 Roth Avenue,nurse,"86918 Roth Avenue, 17936, Kedah",60816,N60816
Donnie Oaker,7/2/1997,011-50240903,F,Labuan,50297,357 Mccormick Trail,nurse,"357 Mccormick Trail, 50297, Labuan",29206,N29206
Garreth Kundert,4/11/1921,010-82762185,F,Perlis,91296,37380 Swallow Street,doctor,"37380 Swallow Street, 91296, Perlis",30812,D30812
Leeanne MacQuarrie,12/27/1946,011-60934395,M,Selangor,26736,6 Raven Avenue,doctor,"6 Raven Avenue, 26736, Selangor",80997,D80997
Aimil Burgisi,2/7/1991,010-46376023,F,Kedah,08243,7 Summit Junction,nurse,"7 Summit Junction, 08243, Kedah",52073,N52073
Jock Orsi,7/7/1979,011-80436339,F,Putrajaya,39713,807 Coolidge Plaza,nurse,"807 Coolidge Plaza, 39713, Putrajaya",24825,N24825
Serena Gorden,4/29/1920,018-9217996,F,Terengganu,23468,316 2nd Avenue,nurse,"316 2nd Avenue, 23468, Terengganu",50404,N50404
Eloise Bowskill,2/8/1997,019-5455281,M,Pahang,20253,24749 7th Street,nurse,"24749 7th Street, 20253, Pahang",95695,N95695
Denys Alesio,9/27/1970,016-9478135,M,Sabah,05959,19117 Vernon Place,nurse,"19117 Vernon Place, 05959, Sabah",96196,N96196
Lindsey Winkworth,10/20/1923,019-8916470,M,Penang,05116,76394 Moland Avenue,nurse,"76394 Moland Avenue, 05116, Penang",08569,N08569
Obadiah Dooher,12/16/1949,019-1487375,F,Terengganu,86526,52 Raven Place,nurse,"52 Raven Place, 86526, Terengganu",10004,N10004
Stacee Stoad,7/9/1918,019-2189601,M,Penang,71907,0 Mifflin Place,nurse,"0 Mifflin Place, 71907, Penang",23547,N23547
Shalne Scrase,1/6/1983,011-20661544,M,Negeri Sembilan,29662,35155 Autumn Leaf Road,nurse,"35155 Autumn Leaf Road, 29662, Negeri Sembilan",90332,N90332
Madel Pilmoor,6/21/1958,010-98751635,F,Johor,17643,793 Cascade Road,nurse,"793 Cascade Road, 17643, Johor",61553,N61553
Thayne Semens,8/10/1968,019-6209633,M,Putrajaya,45304,94 Boyd Circle,nurse,"94 Boyd Circle, 45304, Putrajaya",10701,N10701
Retha Macguire,2/29/1992,010-74052590,M,Sabah,55783,2 Bashford Park,nurse,"2 Bashford Park, 55783, Sabah",54916,N54916
Loreen Fleetham,10/20/1901,010-01799551,M,Perlis,08669,2639 Sage Drive,nurse,"2639 Sage Drive, 08669, Perlis",60206,N60206
Pip Portal,8/25/1915,011-97278857,M,Kedah,75548,465 Memorial Alley,doctor,"465 Memorial Alley, 75548, Kedah",42405,D42405
Liz Futty,5/19/1947,011-62411507,F,Sabah,25417,885 Dawn Road,doctor,"885 Dawn Road, 25417, Sabah",42820,D42820
Ellen Cotmore,4/21/2000,011-07611818,M,Putrajaya,11223,3 Lake View Terrace,nurse,"3 Lake View Terrace, 11223, Putrajaya",55773,N55773
Irwinn Mallinder,9/7/1946,019-4163501,M,Johor,65011,978 Washington Alley,nurse,"978 Washington Alley, 65011, Johor",64436,N64436
Christian Windus,10/14/1924,019-0339580,M,Kelantan,24525,46189 Walton Pass,doctor,"46189 Walton Pass, 24525, Kelantan",02653,D02653
Jobie Geary,5/29/1911,010-08226930,F,Melaka,16063,6 Comanche Circle,nurse,"6 Comanche Circle, 16063, Melaka",35856,N35856
Berny MacArte,12/19/1930,010-00262867,M,Perak,20661,3 Browning Terrace,nurse,"3 Browning Terrace, 20661, Perak",78453,N78453
Brianne Capron,10/8/1921,019-5588712,M,Terengganu,09439,1 Moose Court,nurse,"1 Moose Court, 09439, Terengganu",46677,N46677
Roi Weigh,3/19/1912,011-00358786,M,Johor,90485,93853 Lillian Junction,nurse,"93853 Lillian Junction, 90485, Johor",02311,N02311
Baryram Draye,9/9/1968,019-5530337,F,Kelantan,39697,9 Novick Road,nurse,"9 Novick Road, 39697, Kelantan",55157,N55157
Munroe Gorghetto,8/3/1955,010-72163554,M,Putrajaya,53278,27257 Artisan Plaza,doctor,"27257 Artisan Plaza, 53278, Putrajaya",82989,D82989
Renate Paddemore,8/27/1930,010-69604091,F,Kuala Lumpur,15230,251 Marquette Road,nurse,"251 Marquette Road, 15230, Kuala Lumpur",88030,N88030
Forrester Aldren,5/31/1904,011-78499844,F,Kelantan,91671,210 Granby Lane,nurse,"210 Granby Lane, 91671, Kelantan",66093,N66093
Willetta Simonitto,9/29/1989,019-3718490,M,Kuala Lumpur,04917,8985 7th Lane,nurse,"8985 7th Lane, 04917, Kuala Lumpur",93377,N93377
Kelci Mullin,9/10/1977,019-4677458,M,Perlis,92110,362 Merchant Avenue,doctor,"362 Merchant Avenue, 92110, Perlis",62595,D62595
Sonny McInerney,4/3/1998,010-20443036,F,Perak,70243,22712 Sommers Point,nurse,"22712 Sommers Point, 70243, Perak",90665,N90665
Tarra Olechnowicz,10/11/1942,011-94259745,F,Sabah,18834,65765 Lerdahl Pass,nurse,"65765 Lerdahl Pass, 18834, Sabah",46961,N46961
Tiertza Peele,11/22/1974,019-1310029,F,Negeri Sembilan,43738,7350 Rutledge Way,nurse,"7350 Rutledge Way, 43738, Negeri Sembilan",83807,N83807
Gibbie Orritt,9/20/1937,019-4914234,M,Kelantan,06897,20764 Graedel Drive,nurse,"20764 Graedel Drive, 06897, Kelantan",62557,N62557
Goran Pagan,7/31/1932,011-15160982,M,Perlis,05770,9 Fairview Center,doctor,"9 Fairview Center, 05770, Perlis",95788,D95788
Cele Hoy,12/17/1918,010-76757708,F,Pahang,16545,8 Badeau Street,nurse,"8 Badeau Street, 16545, Pahang",15358,N15358
Kim Kervin,3/12/1929,019-1041572,M,Pahang,24190,2713 Arapahoe Way,nurse,"2713 Arapahoe Way, 24190, Pahang",67824,N67824
Beatrisa O' Donohue,2/15/1931,018-7956991,M,Perak,41706,95467 Bunker Hill Point,nurse,"95467 Bunker Hill Point, 41706, Perak",99167,N99167
Hallsy Hurdidge,6/3/1998,018-6279541,F,Terengganu,17163,3 Susan Court,nurse,"3 Susan Court, 17163, Terengganu",18196,N18196
Marta Godon,3/13/1918,010-06708829,M,Perlis,98108,661 Melby Crossing,nurse,"661 Melby Crossing, 98108, Perlis",06414,N06414
Shellie Fellona,7/5/1904,011-66194091,M,Kuala Lumpur,71682,2 Hagan Drive,doctor,"2 Hagan Drive, 71682, Kuala Lumpur",33142,D33142
Janek Goatman,11/11/1973,010-22794073,M,Putrajaya,07973,310 Ridgeway Crossing,doctor,"310 Ridgeway Crossing, 07973, Putrajaya",38909,D38909
Karel Aldus,5/6/1992,011-68745044,M,Johor,17908,49282 Sutteridge Terrace,nurse,"49282 Sutteridge Terrace, 17908, Johor",89532,N89532
Alameda Rudledge,1/30/1967,018-3651470,F,Pahang,06431,46 Caliangt Avenue,doctor,"46 Caliangt Avenue, 06431, Pahang",55883,D55883
Skipper McKelvey,2/5/1970,010-66057194,F,Perlis,47195,0 Holmberg Trail,doctor,"0 Holmberg Trail, 47195, Perlis",87058,D87058
Margie Tackett,9/27/1957,016-0955314,M,Terengganu,77744,1 Nobel Street,doctor,"1 Nobel Street, 77744, Terengganu",74135,D74135
Leif Middis,8/10/1953,010-75594621,F,Perlis,78542,0 Anhalt Road,doctor,"0 Anhalt Road, 78542, Perlis",12795,D12795
Kenna Dietz,2/4/1941,011-66303120,M,Putrajaya,73964,0 Cambridge Junction,nurse,"0 Cambridge Junction, 73964, Putrajaya",49380,N49380
Jamaal Tippett,3/25/1924,011-61253511,M,Penang,75124,48 Lotheville Crossing,nurse,"48 Lotheville Crossing, 75124, Penang",36591,N36591
Augie Keough,12/22/1946,018-0033443,F,Kelantan,23629,4448 Barnett Junction,doctor,"4448 Barnett Junction, 23629, Kelantan",06391,D06391
Ginnifer Lindenberg,12/4/1930,018-4540063,M,Putrajaya,82253,17987 Butterfield Plaza,nurse,"17987 Butterfield Plaza, 82253, Putrajaya",12849,N12849
Stacy Maidens,6/25/2000,017-8909640,M,Pahang,62052,96 Lawn Junction,nurse,"96 Lawn Junction, 62052, Pahang",08601,N08601
Karoline Fawcus,9/11/1923,011-38750636,F,Perlis,75183,99 Fordem Avenue,doctor,"99 Fordem Avenue, 75183, Perlis",58174,D58174
Roberta Slarke,9/12/1949,019-8377185,M,Kelantan,91218,5 Beilfuss Park,nurse,"5 Beilfuss Park, 91218, Kelantan",95608,N95608
Avrit Grimstead,11/6/1997,010-62143846,F,Kedah,77335,96118 Bay Place,nurse,"96118 Bay Place, 77335, Kedah",85161,N85161
Clem Gave,7/12/1981,019-0096700,M,Sabah,75691,9 Grover Center,nurse,"9 Grover Center, 75691, Sabah",22395,N22395
Shaun Durante,1/4/1961,010-35047973,M,Kelantan,95112,9026 Walton Crossing,doctor,"9026 Walton Crossing, 95112, Kelantan",29083,D29083
Franciskus Langston,5/6/1978,019-5349344,M,Sabah,39198,2820 Sachtjen Point,nurse,"2820 Sachtjen Point, 39198, Sabah",82703,N82703
Zara O'Hanley,11/18/1990,019-7273077,M,Perak,68612,06217 Rieder Hill,nurse,"06217 Rieder Hill, 68612, Perak",68639,N68639
Lorne Rodwell,6/2/1983,018-7077332,M,Selangor,95295,44 Riverside Drive,doctor,"44 Riverside Drive, 95295, Selangor",44856,D44856
Wilbur Godlonton,8/13/1916,010-23720164,F,Putrajaya,67646,2960 Colorado Park,nurse,"2960 Colorado Park, 67646, Putrajaya",42728,N42728
Kerry Kippen,3/7/1945,019-1436186,F,Melaka,37372,8993 Duke Avenue,nurse,"8993 Duke Avenue, 37372, Melaka",41434,N41434
Nike Barker,9/1/1914,016-2282601,F,Selangor,55588,1018 Monica Alley,nurse,"1018 Monica Alley, 55588, Selangor",21829,N21829
Neal Ferrierio,7/21/1906,018-0251034,M,Terengganu,90691,747 Mariners Cove Drive,doctor,"747 Mariners Cove Drive, 90691, Terengganu",37568,D37568
Fanchon Arnaez,11/20/1985,010-70453642,F,Melaka,72596,252 Shopko Alley,nurse,"252 Shopko Alley, 72596, Melaka",96609,N96609
Dara Biasi,1/24/1993,011-39134738,M,Sarawak,00080,44 Park Meadow Pass,nurse,"44 Park Meadow Pass, 00080, Sarawak",90523,N90523
Merla Moyle,3/28/1953,017-3679031,F,Kuala Lumpur,44379,083 Hoffman Junction,nurse,"083 Hoffman Junction, 44379, Kuala Lumpur",78260,N78260
Johnnie Klimkowski,6/26/1977,011-87531075,F,Perak,45736,4264 Kenwood Plaza,nurse,"4264 Kenwood Plaza, 45736, Perak",75616,N75616
Horten Dalley,8/25/1980,019-6750772,M,Kelantan,97966,37 Upham Trail,nurse,"37 Upham Trail, 97966, Kelantan",23709,N23709
Renata Sycamore,11/23/1946,019-0804069,M,Sabah,52953,3455 Blue Bill Park Pass,nurse,"3455 Blue Bill Park Pass, 52953, Sabah",43758,N43758
Paten Erridge,9/23/1905,010-73736441,M,Perak,12307,818 American Ash Pass,nurse,"818 American Ash Pass, 12307, Perak",72092,N72092
Casi Dowyer,9/27/1940,010-38602573,M,Putrajaya,98641,3 Pepper Wood Place,nurse,"3 Pepper Wood Place, 98641, Putrajaya",33419,N33419
Hallsy Peat,4/5/1969,010-58497751,M,Terengganu,94007,5 Northport Road,nurse,"5 Northport Road, 94007, Terengganu",98056,N98056
Jewel Jersh,4/2/1915,010-11671589,F,Perlis,42446,2396 Golf Course Point,doctor,"2396 Golf Course Point, 42446, Perlis",97611,D97611
Zulema Chaudron,10/25/1926,010-11450717,M,Putrajaya,17523,50788 Grayhawk Alley,nurse,"50788 Grayhawk Alley, 17523, Putrajaya",96390,N96390
Bea Peetermann,8/27/1992,010-81813710,M,Sarawak,45885,10813 Stephen Road,nurse,"10813 Stephen Road, 45885, Sarawak",90792,N90792
Pavlov Studdal,2/23/1975,019-0918346,F,Terengganu,97390,21 Chinook Way,nurse,"21 Chinook Way, 97390, Terengganu",63402,N63402
Dara Clerk,6/16/1979,011-39656462,M,Negeri Sembilan,26135,1609 Rieder Place,nurse,"1609 Rieder Place, 26135, Negeri Sembilan",12475,N12475
Floyd Dunnan,7/5/1967,019-1106656,M,Kelantan,84800,47 Menomonie Terrace,nurse,"47 Menomonie Terrace, 84800, Kelantan",63049,N63049
Bernadina Wagner,3/29/1911,019-4074425,F,Perak,41987,49581 Farmco Court,doctor,"49581 Farmco Court, 41987, Perak",50115,D50115
Tabatha Mussetti,9/1/1906,011-88587578,F,Terengganu,78596,84 New Castle Place,doctor,"84 New Castle Place, 78596, Terengganu",30566,D30566
Addie Renshaw,3/16/1976,016-5480606,F,Kuala Lumpur,68891,77 Lunder Circle,nurse,"77 Lunder Circle, 68891, Kuala Lumpur",82639,N82639
Gusella Canner,4/5/1984,019-9634809,F,Negeri Sembilan,05763,20 Londonderry Avenue,nurse,"20 Londonderry Avenue, 05763, Negeri Sembilan",52263,N52263
Lorelei Marton,2/5/1959,018-5511111,F,Pahang,07635,9 Novick Point,nurse,"9 Novick Point, 07635, Pahang",36446,N36446
Jeremie McNab,1/30/1934,019-3371823,F,Selangor,66765,4584 Bobwhite Avenue,nurse,"4584 Bobwhite Avenue, 66765, Selangor",27715,N27715
Pyotr Petlyura,9/9/1906,010-98447354,F,Johor,27973,9 Becker Pass,doctor,"9 Becker Pass, 27973, Johor",58648,D58648
Mikkel Older,11/8/1910,011-48142967,M,Labuan,00268,3 Clarendon Plaza,nurse,"3 Clarendon Plaza, 00268, Labuan",91666,N91666
Shurlock MacTerlagh,11/8/1900,010-97595463,M,Melaka,48589,109 Fairview Lane,nurse,"109 Fairview Lane, 48589, Melaka",22077,N22077
Laney Wyeld,12/3/1947,019-5762787,M,Putrajaya,43656,745 Shelley Place,nurse,"745 Shelley Place, 43656, Putrajaya",88336,N88336
Morna Totterdell,8/28/1951,013-2404809,F,Kedah,84428,82273 Lyons Way,nurse,"82273 Lyons Way, 84428, Kedah",34658,N34658
Guenna Hilary,3/7/1913,011-26055216,F,Perlis,07367,181 Linden Plaza,nurse,"181 Linden Plaza, 07367, Perlis",21892,N21892
Melisenda Mushrow,8/22/1941,010-82585711,M,Perlis,02986,1 Nancy Terrace,nurse,"1 Nancy Terrace, 02986, Perlis",14810,N14810
Caitlin Heynel,8/28/1951,018-8350916,M,Perlis,47329,33356 Annamark Avenue,nurse,"33356 Annamark Avenue, 47329, Perlis",44079,N44079
Raf Skettles,2/10/1937,011-59603645,M,Negeri Sembilan,43832,8861 Southridge Drive,nurse,"8861 Southridge Drive, 43832, Negeri Sembilan",86935,N86935
Alfie Weeks,7/22/1997,011-36865231,F,Kedah,62198,42189 Sommers Center,nurse,"42189 Sommers Center, 62198, Kedah",30722,N30722
Masha Aneley,4/14/1945,018-3536470,M,Selangor,20003,810 Monterey Point,nurse,"810 Monterey Point, 20003, Selangor",49752,N49752
Shaun Catling,5/6/1999,019-9583214,M,Perlis,13663,36651 Merrick Pass,nurse,"36651 Merrick Pass, 13663, Perlis",24218,N24218
Kerrie Lothlorien,5/13/1948,011-72252009,M,Perak,87056,23 Mosinee Crossing,nurse,"23 Mosinee Crossing, 87056, Perak",37659,N37659
Ryley Brandenberg,4/8/1931,010-20349984,F,Labuan,47073,41155 Sullivan Crossing,doctor,"41155 Sullivan Crossing, 47073, Labuan",76218,D76218
Pascal Corradino,8/15/1982,019-1713391,M,Kedah,46054,66 Hanson Alley,nurse,"66 Hanson Alley, 46054, Kedah",38971,N38971
Phillis Vallentin,11/22/1966,019-0978328,M,Penang,76965,39 New Castle Way,doctor,"39 New Castle Way, 76965, Penang",18133,D18133
Micheal Temperton,3/23/1996,018-7495170,M,Pahang,08859,81013 Meadow Vale Drive,nurse,"81013 Meadow Vale Drive, 08859, Pahang",86714,N86714
Conan Gordon,6/26/1948,010-00923304,F,Selangor,38089,090 Rusk Lane,nurse,"090 Rusk Lane, 38089, Selangor",84002,N84002
Bucky Reynard,12/8/1934,017-7586539,M,Sabah,75767,8 Blackbird Drive,nurse,"8 Blackbird Drive, 75767, Sabah",81481,N81481
Jewel Montacute,7/12/1902,019-1261026,M,Perlis,32630,9 Mandrake Parkway,nurse,"9 Mandrake Parkway, 32630, Perlis",49809,N49809
Andrej Vanyushin,6/2/1979,010-27245586,M,Kelantan,57937,238 Truax Alley,nurse,"238 Truax Alley, 57937, Kelantan",19753,N19753
Fey Dalglish,3/31/1935,019-0673452,F,Penang,49964,27474 Morning Avenue,nurse,"27474 Morning Avenue, 49964, Penang",14049,N14049
Deborah Burry,2/14/1975,019-8474584,M,Selangor,59017,8185 Chinook Plaza,nurse,"8185 Chinook Plaza, 59017, Selangor",00527,N00527
Esme Robyns,7/5/1902,016-7507892,M,Kedah,69669,822 Monterey Circle,nurse,"822 Monterey Circle, 69669, Kedah",32272,N32272
Micky Milham,8/9/1947,011-31504020,F,Perlis,11153,99148 Bultman Circle,nurse,"99148 Bultman Circle, 11153, Perlis",06972,N06972
Rhianna Cullip,1/2/1990,019-2107621,F,Sarawak,90919,185 Monica Park,nurse,"185 Monica Park, 90919, Sarawak",24602,N24602
Serge Edmett,1/25/1907,019-2644637,M,Selangor,76917,8232 South Junction,nurse,"8232 South Junction, 76917, Selangor",80356,N80356
Dolorita Condell,8/21/1971,010-37000468,M,Sarawak,16968,8 Mendota Alley,doctor,"8 Mendota Alley, 16968, Sarawak",94154,D94154
Liva Devericks,2/2/1949,010-17048350,M,Negeri Sembilan,60942,32 Arizona Center,nurse,"32 Arizona Center, 60942, Negeri Sembilan",86034,N86034
Cristy Habershaw,10/25/1914,010-03172232,F,Kelantan,11673,31 Glendale Road,nurse,"31 Glendale Road, 11673, Kelantan",29642,N29642
Staci Blampied,12/2/1924,018-1491289,M,Putrajaya,92064,59 Nelson Junction,nurse,"59 Nelson Junction, 92064, Putrajaya",86250,N86250
Mira Rucklidge,4/18/1993,019-4913111,M,Kedah,49755,995 Vahlen Avenue,nurse,"995 Vahlen Avenue, 49755, Kedah",18601,N18601
Irwin Sibthorpe,8/12/1973,019-6805636,F,Sabah,76985,110 Scofield Plaza,nurse,"110 Scofield Plaza, 76985, Sabah",42437,N42437
Ondrea Cleiment,12/5/1940,014-6719357,M,Kelantan,92083,20804 Bellgrove Terrace,nurse,"20804 Bellgrove Terrace, 92083, Kelantan",78221,N78221
Selene Kyrkeman,11/10/1914,019-9636438,F,Melaka,37645,037 Pearson Trail,nurse,"037 Pearson Trail, 37645, Melaka",64351,N64351
Jecho Limerick,3/1/1964,017-9133721,M,Perlis,27135,28156 Oak Trail,nurse,"28156 Oak Trail, 27135, Perlis",38703,N38703
Hadrian Burrill,8/31/1910,016-7627967,M,Labuan,18520,87 Londonderry Circle,doctor,"87 Londonderry Circle, 18520, Labuan",37037,D37037
Sadella Hills,6/28/1946,018-4633216,F,Johor,50223,3 Merchant Street,doctor,"3 Merchant Street, 50223, Johor",24342,D24342
Cos Binnall,9/16/1914,010-87053513,M,Labuan,97862,5 Lindbergh Park,doctor,"5 Lindbergh Park, 97862, Labuan",72500,D72500
Pepillo Meehan,5/10/1980,018-5078623,M,Sabah,79706,84982 Arapahoe Lane,nurse,"84982 Arapahoe Lane, 79706, Sabah",47617,N47617
Melba Gaspero,12/15/1949,018-9970014,F,Negeri Sembilan,11585,0552 Pierstorff Crossing,nurse,"0552 Pierstorff Crossing, 11585, Negeri Sembilan",93283,N93283
Chicky Ledwidge,2/18/1912,018-0729303,M,Pahang,44720,118 Anniversary Point,nurse,"118 Anniversary Point, 44720, Pahang",91396,N91396
Rog Fissenden,1/1/1915,011-98341158,F,Negeri Sembilan,85863,69050 Donald Avenue,nurse,"69050 Donald Avenue, 85863, Negeri Sembilan",95320,N95320
Micah Petrovykh,9/6/1906,019-1022052,F,Perak,65772,738 Crescent Oaks Hill,nurse,"738 Crescent Oaks Hill, 65772, Perak",63282,N63282
Cristen Kuschke,5/18/1907,011-47492406,F,Pahang,11446,3 Huxley Lane,nurse,"3 Huxley Lane, 11446, Pahang",36119,N36119
Kylie Linley,6/20/1949,019-1537338,M,Kelantan,22313,1 Burrows Crossing,nurse,"1 Burrows Crossing, 22313, Kelantan",93708,N93708
Timmie Matzl,9/12/1962,019-6198566,F,Kelantan,67234,96630 Tomscot Drive,nurse,"96630 Tomscot Drive, 67234, Kelantan",71949,N71949
Shalne Escritt,9/12/1981,016-0641903,M,Melaka,79382,1879 Mccormick Avenue,nurse,"1879 Mccormick Avenue, 79382, Melaka",76044,N76044
Carly Leary,6/8/1923,011-32819140,F,Melaka,76606,54629 Ridgeway Park,nurse,"54629 Ridgeway Park, 76606, Melaka",17431,N17431
Jamaal McGuff,1/5/1980,011-95351524,M,Putrajaya,39792,59455 Texas Circle,nurse,"59455 Texas Circle, 39792, Putrajaya",11338,N11338
Bryn Pasek,6/15/1989,017-2921108,F,Labuan,80989,3 Wayridge Hill,nurse,"3 Wayridge Hill, 80989, Labuan",96080,N96080
Aveline Gladwin,7/25/1912,010-58147894,M,Kedah,04315,97927 Westport Center,nurse,"97927 Westport Center, 04315, Kedah",17610,N17610
Gusella Zaniolini,9/26/1962,010-43896339,F,Labuan,10490,6 Leroy Court,nurse,"6 Leroy Court, 10490, Labuan",25883,N25883
Zechariah Aldwich,10/20/1957,011-53307297,F,Sarawak,88663,03980 Charing Cross Place,nurse,"03980 Charing Cross Place, 88663, Sarawak",70281,N70281
Leslie Freda,6/5/1933,018-6249829,M,Johor,14144,1 Farmco Drive,doctor,"1 Farmco Drive, 14144, Johor",20757,D20757
Orv Terbruggen,4/22/1998,017-3418682,F,Perlis,96671,35 American Ash Plaza,nurse,"35 American Ash Plaza, 96671, Perlis",87449,N87449
Sergei Tratton,10/6/1941,010-14617260,M,Perak,93811,21 Anzinger Way,doctor,"21 Anzinger Way, 93811, Perak",81978,D81978
Margarethe Gudge,7/3/1995,010-65761892,F,Labuan,36273,20748 Village Trail,doctor,"20748 Village Trail, 36273, Labuan",78890,D78890
Thorin McCreary,10/2/1983,017-4601926,F,Sabah,78661,02 Reinke Avenue,doctor,"02 Reinke Avenue, 78661, Sabah",23199,D23199
Archy Riepel,4/5/1993,019-0966502,F,Sabah,36868,419 Northridge Center,doctor,"419 Northridge Center, 36868, Sabah",26340,D26340
Joelie Winstone,5/5/1986,010-73249060,M,Labuan,43611,532 Del Mar Avenue,nurse,"532 Del Mar Avenue, 43611, Labuan",12272,N12272
Sabra Cutriss,2/23/1967,013-2576077,F,Pahang,62223,5289 West Street,doctor,"5289 West Street, 62223, Pahang",55764,D55764
Aleta Rayment,4/25/1936,011-50303738,F,Labuan,92266,689 Golf View Terrace,doctor,"689 Golf View Terrace, 92266, Labuan",55082,D55082
Dionis Maginn,4/15/1913,011-76367734,F,Pahang,37119,32 Meadow Vale Court,nurse,"32 Meadow Vale Court, 37119, Pahang",97383,N97383
Josee Barnshaw,3/22/1935,019-7036230,F,Kuala Lumpur,46446,229 Dorton Trail,nurse,"229 Dorton Trail, 46446, Kuala Lumpur",32530,N32530
Willard Dossetter,11/12/1998,011-42516696,F,Sabah,38463,3845 Talmadge Trail,nurse,"3845 Talmadge Trail, 38463, Sabah",39691,N39691
Ema Bretelle,1/9/1968,011-45081934,M,Kuala Lumpur,86716,6943 Fremont Crossing,nurse,"6943 Fremont Crossing, 86716, Kuala Lumpur",21727,N21727
Bryant O'Dowling,4/10/1936,010-47457887,M,Perak,83004,27526 New Castle Road,doctor,"27526 New Castle Road, 83004, Perak",65853,D65853
Starla Daintier,2/25/1932,014-8497806,F,Perak,55422,222 Nancy Court,nurse,"222 Nancy Court, 55422, Perak",67377,N67377
Melli Askham,4/10/1954,010-98522734,F,Melaka,76723,83158 La Follette Plaza,nurse,"83158 La Follette Plaza, 76723, Melaka",60406,N60406
Aubrie Monroe,8/16/1984,011-50064417,M,Kuala Lumpur,59885,9 Crownhardt Junction,nurse,"9 Crownhardt Junction, 59885, Kuala Lumpur",71740,N71740
Fredek Cardenoso,6/3/1934,019-9507143,M,Penang,02770,82987 Wayridge Drive,doctor,"82987 Wayridge Drive, 02770, Penang",55773,D55773
Sargent Balam,4/3/1958,010-68795136,F,Putrajaya,51492,86028 Kings Lane,nurse,"86028 Kings Lane, 51492, Putrajaya",37382,N37382
Steve Atteridge,12/21/1931,011-30415320,F,Sabah,37189,0867 Mosinee Way,nurse,"0867 Mosinee Way, 37189, Sabah",12282,N12282
Jaymie Jubb,3/19/1954,010-33422363,F,Negeri Sembilan,24393,6 Hoepker Park,doctor,"6 Hoepker Park, 24393, Negeri Sembilan",43712,D43712
Anica Obington,5/6/1917,011-78743066,F,Kuala Lumpur,09197,060 Towne Hill,nurse,"060 Towne Hill, 09197, Kuala Lumpur",11571,N11571
Kenna Jorden,3/23/1913,011-73726909,F,Sarawak,57975,09144 Parkside Lane,nurse,"09144 Parkside Lane, 57975, Sarawak",04454,N04454
Elana Loder,7/5/1964,019-0071975,F,Pahang,02350,39 Warrior Terrace,nurse,"39 Warrior Terrace, 02350, Pahang",99605,N99605
Bealle Gottelier,3/5/1946,019-9568323,F,Perlis,10921,0737 Mayfield Junction,nurse,"0737 Mayfield Junction, 10921, Perlis",97465,N97465
Aharon Gullyes,5/2/1920,017-4683449,M,Selangor,46173,85841 Lakewood Gardens Park,nurse,"85841 Lakewood Gardens Park, 46173, Selangor",38333,N38333
Caro Blackmuir,6/23/1964,010-87802254,F,Terengganu,34366,74759 Eliot Avenue,doctor,"74759 Eliot Avenue, 34366, Terengganu",68094,D68094
Austina Braams,9/28/1915,013-6567883,M,Kedah,07440,8 Hansons Junction,nurse,"8 Hansons Junction, 07440, Kedah",84429,N84429
Kandace Erie,12/10/1933,010-82693990,M,Kedah,45530,768 Oak Valley Alley,nurse,"768 Oak Valley Alley, 45530, Kedah",88492,N88492
Hirsch Nucciotti,3/10/1917,018-3290296,M,Penang,83928,2192 Nova Street,nurse,"2192 Nova Street, 83928, Penang",80344,N80344
Anne-corinne Ganiclef,5/5/1935,018-2228036,M,Sarawak,90382,2174 Scofield Center,nurse,"2174 Scofield Center, 90382, Sarawak",54573,N54573
Margit Bellingham,4/14/1901,010-89497221,F,Terengganu,34690,036 Hayes Avenue,doctor,"036 Hayes Avenue, 34690, Terengganu",23339,D23339
Jacqui Caulton,5/14/1923,011-26459134,F,Sabah,51142,37 Nevada Street,nurse,"37 Nevada Street, 51142, Sabah",20288,N20288
Ailina Southeran,4/27/1942,014-2028885,F,Kedah,91826,0711 Basil Court,nurse,"0711 Basil Court, 91826, Kedah",11337,N11337
Raphaela Hesse,9/19/1961,019-5519515,M,Kelantan,93402,8513 Shoshone Plaza,nurse,"8513 Shoshone Plaza, 93402, Kelantan",22706,N22706
Curcio Wybourne,1/10/1953,018-6104367,M,Labuan,32267,6 Corben Lane,nurse,"6 Corben Lane, 32267, Labuan",19701,N19701
