patientID,NRIC,name,dateOfBirth,phoneNumber,gender,address,emergencyContactNumber,emergencyContactName,emergencyContactRelationship
P468627,651011-09-6689,Angeline MacKettrick,11/10/1965,011-95026793,M,"202 Quincy Hill,Perlis",019-8488310,Salim Denidge,spouse
P822927,000825-13-3244,Pat Scouller,25/8/1900,011-79666413,M,"501 John Wall Crossing,Sarawak",019-1030602,Joscelin Bromage,daughter
P518282,191019-49-4139,Marie-jeanne Dagless,19/10/1919,018-5363093,F,"149 Maple Road,Sabah",011-17343833,Town Callander,spouse
P987684,250616-12-1456,Juliana Perell,16/6/1925,019-6913920,F,"3 Hallows Point,Sabah",011-17502089,Syd Castellani,son
P988560,590328-24-5360,Ikey Trinder,28/3/1959,011-41960601,F,"24412 Sloan Circle,Johor",012-4454107,Lilllie Wride,daughter
P612063,140708-31-5722,Hans Greenly,8/7/1914,018-3783082,M,"228 Vera Crossing,Negeri Sembilan",011-66590157,Kerby Figures,daughter
P125857,140422-13-4506,Dionysus Center,22/4/1914,018-2962017,M,"5344 Heffernan Court,Sarawak",019-9219458,Roxanna Stanworth,guardian
P517702,321122-49-6354,Rene Cobleigh,22/11/1932,019-5847062,F,"21316 Tony Park,Sabah",011-33735883,Fan Whybrow,cousin
P378907,150227-09-6514,Jacinthe Payler,27/2/1915,019-1307146,M,"63719 Glacier Hill Trail,Perlis",011-14443614,Inger Vaneev,guardian
P235207,590316-26-1874,Karia Sandercock,16/3/1959,011-53895847,M,"46931 Pine View Court,Kedah",019-8613015,Jasper Fancy,daughter
P740760,370604-26-2057,Norbert Spiteri,4/6/1937,017-4768280,M,"1 Roth Hill,Kedah",018-0822942,Lilith Kyttor,daughter
P779668,640430-09-0053,Doll Travers,30/4/1964,011-23546301,F,"603 Rigney Circle,Perlis",018-7611909,Sherilyn Revell,guardian
P072121,600703-09-8780,Alexandre Phippen,3/7/1960,011-67766145,F,"4436 Mccormick Hill,Perlis",018-3503994,Yoshiko Vesty,daughter
P180984,761214-16-3612,Allayne Sleet,14/12/1976,011-73632108,M,"5629 Briar Crest Street,Putrajaya",019-7658358,Neville Bruun,parents
P812589,660325-04-5648,Hal Siburn,25/3/1966,019-6182686,M,"277 Buell Alley,Perlis",011-95642150,Danyelle Schulke,cousin
P288172,871026-51-5191,Talyah Crother,26/10/1987,018-4081158,M,"894 Eliot Junction,Sarawak",011-03956691,Raoul Hiddsley,parents
P895438,590605-43-1098,Malvin Gostling,5/6/1959,019-7723263,F,"75263 Helena Circle,Selangor",019-4399924,Jere Terrington,parents
P396194,850523-16-5007,Jeannie Beecheno,23/5/1985,011-28420369,F,"6451 Victoria Street,Putrajaya",019-5992033,Shelli Yelden,daughter
P589815,960308-22-4138,Milly Ionnidis,8/3/1996,011-99563947,F,"554 Sunbrook Parkway,Johor",018-6520462,Gaultiero Hallowell,parents
P544338,950208-07-1672,Bettine Keaveney,8/2/1995,019-0803638,F,"66015 Barnett Center,Penang",011-88122292,Amabelle Elmhirst,cousin
P635092,070409-26-1281,Tobit Bauchop,9/4/1907,019-7602484,M,"4 Gulseth Parkway,Kedah",019-5699123,Wallie Fadell,daughter
P864860,750827-16-6703,Garland Donson,27/8/1975,018-8615071,M,"53838 Shasta Junction,Melaka",019-4168376,Danni Eshelby,parents
P799895,860620-12-1714,Vilma Ducker,20/6/1986,011-70023240,M,"6 Pearson Street,Sabah",011-23133276,Nora Tandey,parents
P836681,070314-28-2057,Tonya Lomas,14/3/1907,011-84880468,F,"811 Maple Wood Avenue,Kelantan",011-84673564,Hatti Rickett,daughter
P230797,320221-05-3554,Conney MacCambridge,21/2/1932,018-3337513,M,"71 Maryland Lane,Negeri Sembilan",017-4800743,Gail Proom,guardian
P580257,600224-35-6792,Howard Gaiford,24/2/1960,018-7871040,F,"972 Holy Cross Road,Penang",011-79903862,Raf O' Culligan,guardian
P454881,111104-29-8468,Kristen Boyson,4/11/1911,011-74619066,F,"1588 Shopko Park,Kelantan",011-23659382,Giselbert Treharne,guardian
P363069,910102-09-8675,Duffie Kedie,2/1/1991,019-0640027,M,"4 Mayfield Parkway,Perlis",019-2810971,Ara Hannent,cousin
P255246,020302-33-5241,Kylynn Brettle,2/3/1902,017-1641769,F,"9292 Mcguire Plaza,Pahang",018-2687323,Lonnie Scurlock,parents
P054810,340827-07-7614,Rozanne Fasler,27/8/1934,019-8014129,F,"19 Atwood Way,Penang",019-6813319,Erny Rugieri,guardian
P582992,071004-16-4879,Sheila Peddel,4/10/1907,019-4638378,M,"65625 Roth Crossing,Putrajaya",011-37425256,Ernst Critchell,cousin
P903922,361023-16-6038,Allistir Tilbey,23/10/1936,017-4674768,M,"8 Nobel Parkway,Melaka",011-87749108,Davin Saxby,guardian
P877900,441023-31-7175,Marrilee Bridgens,23/10/1944,017-5226577,F,"66607 Independence Place,Negeri Sembilan",011-27751748,Darb Pulham,parents
P130404,860114-09-6931,Briggs Hellikes,14/1/1986,011-09020046,M,"24172 Kipling Crossing,Perlis",011-27425881,Meggy Stocken,son
P663504,150714-22-1681,Diena Zebedee,14/7/1915,018-0797820,M,"986 Helena Plaza,Johor",016-6079586,Dion Tonry,spouse
P663528,710530-27-9864,Nessa Kestin,30/5/1971,014-4043000,M,"31741 Village Street,Kedah",011-88026746,Reube Keatch,daughter
P524983,461011-04-7866,Solly Insworth,11/10/1946,019-4827965,M,"311 Kinsman Court,Perlis",011-40118379,Petronilla Blencowe,parents
P865784,560221-25-6465,Danette Antonoyev,21/2/1956,019-6665129,M,"2670 Montana Way,Kedah",011-31536151,Rudolph Burnett,spouse
P615998,450108-55-9440,Ainslee Slark,8/1/1945,019-8989709,F,"4955 Moland Junction,Kuala Lumpur",011-10981137,Dominique Prop,parents
P170763,630829-28-5958,Umberto Colman,29/8/1963,011-61227571,M,"791 Hovde Crossing,Kelantan",011-52909333,Irwin Daglish,spouse
P832544,170203-16-0434,Tobit Lissenden,3/2/1917,011-84522074,M,"6 Lakewood Gardens Terrace,Putrajaya",019-6113532,Clo Knightley,parents
P724310,370602-11-9612,Caressa Jelphs,2/6/1937,011-82311260,F,"7 Fremont Junction,Terengganu",011-08230549,Shea Sibery,daughter
P080100,891015-04-6399,Nicky MacLachlan,15/10/1989,011-19042682,F,"0270 West Terrace,Perlis",011-01971090,Vin Kahn,spouse
P335005,250612-59-9514,Brannon Murton,12/6/1925,011-54213878,F,"8099 Grayhawk Court,Negeri Sembilan",019-3750265,Anneliese Gammage,spouse
P850190,630212-16-5129,Leroi Aberhart,12/2/1963,011-39913076,M,"010 Steensland Lane,Melaka",011-57064718,Crystal Santer,spouse
P538960,101031-16-6939,Barnaby Brabbs,31/10/1910,019-1615259,F,"418 New Castle Center,Melaka",018-8673386,Garv Chettle,cousin
P836364,710924-39-5524,Winna Mcsarry,24/9/1971,011-52342681,M,"27686 Walton Road,Perak",019-4567698,Kathryn Tollett,parents
P729620,760923-36-7068,Lorenzo Jizhaki,23/9/1976,019-3405761,F,"08755 Dennis Alley,Perak",011-89845099,Alfy Mayze,spouse
P909214,480403-58-8836,Michal Sweetlove,3/4/1948,018-4036873,M,"54 Carberry Center,Labuan",019-8943238,Glenda Maycock,daughter
P340028,250914-16-2131,Nani Kopps,14/9/1925,011-76376147,F,"8878 Alpine Plaza,Melaka",011-24255293,Ari Scothron,cousin
P046632,900606-35-3413,Delmar Wheeldon,6/6/1990,011-70298313,F,"28 Shopko Park,Penang",014-2608447,Fionna Rigglesford,daughter
P172916,270409-12-8440,Barri Ousley,9/4/1927,011-62076492,M,"3947 Maryland Way,Sabah",011-29216813,Helge Cappel,daughter
P742894,241104-13-3104,Lilias Adenot,4/11/1924,011-63400368,M,"9 Surrey Parkway,Sarawak",011-11956992,Teena Leyrroyd,guardian
P850587,960623-05-7752,Francesca Tearney,23/6/1996,011-21054749,F,"07454 Thackeray Terrace,Negeri Sembilan",011-90770664,Ruthanne Shimon,parents
P741894,540129-33-8274,Maxie Weatherley,29/1/1954,011-90512674,F,"65 West Terrace,Pahang",018-9312611,Jsandye Prowting,parents
P185028,400712-16-5426,Heida Sudworth,12/7/1940,019-9445653,M,"6732 Banding Avenue,Melaka",019-0186252,Baxy Knottley,son
P226502,581201-36-4922,Far Kivlin,1/12/1958,011-17381513,F,"437 Bunting Crossing,Perak",019-2061307,Frasco Simonnet,son
P480378,330119-53-0748,Kaleena Cassells,19/1/1933,018-4950746,M,"5491 Sachtjen Junction,Sarawak",011-42952913,Berti Boatwright,parents
P894037,570622-34-7647,Lucho Ower,22/6/1957,017-7920736,M,"10703 Ridgeview Crossing,Penang",011-02882634,Rorie Edmunds,son
P046056,540106-27-1314,Leelah Tilbury,6/1/1954,011-23765952,F,"5 Hallows Court,Kedah",011-32965368,Kelsey Nisuis,cousin
P951673,800105-24-4141,Daryl Valenta,5/1/1980,018-8367319,M,"861 Hovde Park,Johor",011-89053552,Melania Goold,daughter
P047601,241008-25-8855,Dalston Coombe,8/10/1924,011-95151576,M,"8519 Express Avenue,Kedah",011-78941214,Mannie Peegrem,son
P532630,400311-44-4829,Ardelis Curado,11/3/1940,012-6574502,F,"9898 Elgar Terrace,Selangor",011-10889315,Ofelia Sappy,son
P742352,140105-10-6185,Baxie Gair,5/1/1914,018-5912780,M,"34250 Glendale Avenue,Selangor",011-36684033,Morley Warburton,daughter
P262263,680517-16-2884,Ola Milroy,17/5/1968,011-09408292,F,"34 International Plaza,Putrajaya",019-4728174,Kennie Tournay,son
P019153,740121-49-1999,Trever Shelborne,21/1/1974,011-27013172,F,"8242 Harbort Hill,Sabah",019-7241471,Barrie Hutcheons,daughter
P612856,660124-27-0798,Isidora Penfold,24/1/1966,011-35579540,M,"1 Forest Pass,Kedah",019-1391134,Deane McNalley,cousin
P358750,550215-32-0287,Stacy Dane,15/2/1955,019-3839481,M,"14 Nobel Pass,Pahang",011-45198720,Gran Rankling,cousin
P701883,621115-01-0095,Miller Decroix,15/11/1962,011-98392289,F,"60 North Junction,Johor",019-8063201,Jerrilyn Atger,guardian
P688154,810518-35-7295,Sybyl Feek,18/5/1981,011-39121201,F,"5918 Maryland Crossing,Penang",014-6907202,Kristoforo Ridge,parents
P060156,251013-04-6789,Chevalier Montacute,13/10/1925,019-1298422,M,"451 Clyde Gallagher Drive,Perlis",018-1409577,Yetty Gracey,spouse
P328022,101119-55-1448,Evangelia Harome,19/11/1910,019-2358851,M,"6434 Waxwing Way,Kuala Lumpur",019-2071543,Stu McMichell,son
P862921,080807-34-8607,Mercie Dulanty,7/8/1908,011-04382899,F,"288 Elgar Avenue,Penang",018-0103957,Kip Langshaw,guardian
P109282,360128-22-8799,Thorin Risebrow,28/1/1936,019-8966817,M,"5 Magdeline Pass,Johor",013-6701252,Sigrid Prettyjohn,spouse
P273881,320130-23-5977,Alyssa Woolham,30/1/1932,011-26246007,F,"58213 Northport Lane,Johor",011-55808494,Felicia Neumann,son
P492732,160708-12-3589,Ceil Wofenden,8/7/1916,019-6233349,F,"38869 Crowley Way,Sabah",019-1450185,Erik Lankester,son
P609714,811119-23-4670,Stacee Candey,19/11/1981,019-5511563,M,"55370 Meadow Vale Trail,Johor",011-47162996,Ilse Longford,daughter
P672456,600728-04-5864,Feodor Eymer,28/7/1960,011-88425191,F,"100 Basil Lane,Perlis",011-95051204,Aile Francescuzzi,daughter
P349296,360929-04-5408,Julita de la Tremoille,29/9/1936,011-21553410,M,"0 Sunfield Center,Perlis",011-85356120,Skell Croix,son
P053397,140722-15-6247,Mirella Chalcraft,22/7/1914,018-9654341,M,"668 Monument Center,Labuan",018-6463025,Krisha Saggers,cousin
P059162,420425-54-9097,Gladys Layland,25/4/1942,011-76229042,M,"94180 Lukken Lane,Kuala Lumpur",017-0608165,Allen Kleinhandler,son
P193068,960310-27-5513,Lana Schwartz,10/3/1996,019-1747580,F,"19013 Hansons Terrace,Kedah",011-84630463,Britt Labrow,cousin
P921047,351228-13-9492,Sawyere Oby,28/12/1935,019-4640016,M,"1 Roxbury Park,Sarawak",018-4241381,Gualterio Emney,spouse
P855086,881017-08-1104,Sumner Lintill,17/10/1988,011-70834360,F,"08202 Glacier Hill Crossing,Perak",011-77011903,Korrie Fairlie,spouse
P331499,320704-34-8568,Salomon Salliere,4/7/1932,011-26139760,M,"024 Twin Pines Pass,Penang",011-20084733,Zerk McKenny,guardian
P044376,320902-23-8165,Othelia Geistmann,2/9/1932,018-7796123,M,"60658 Hallows Hill,Johor",017-5952078,Anthiathia Jarrett,cousin
P525414,670719-33-0334,Giacinta Rapa,19/7/1967,017-3405177,M,"61014 Algoma Plaza,Pahang",011-99997802,Rozanna Bissett,daughter
P813264,850115-24-3409,Trenton Condy,15/1/1985,011-88964476,M,"3 Clarendon Way,Johor",011-29635194,Tannie Fradgley,spouse
P594760,330304-53-7204,Chelsae Bollam,4/3/1933,011-57340150,F,"60487 Raven Place,Sarawak",017-9530772,Garrek Heijne,spouse
P997294,751102-23-9686,Kynthia Cuerda,2/11/1975,013-6976004,M,"58601 Merry Avenue,Johor",011-24522618,Netta Standish-Brooks,son
P016205,320322-33-2873,Curcio Millward,22/3/1932,011-24857946,F,"41469 Mitchell Alley,Pahang",019-1340670,Gabriela Thaw,guardian
P428436,570218-28-6300,Salomone Campaigne,18/2/1957,018-6953347,M,"0 Leroy Lane,Kelantan",019-2704457,Bayard Shilito,son
P175663,850901-28-5634,Conrad Gladbeck,1/9/1985,019-4136919,M,"50 Commercial Place,Kelantan",019-8517268,Lissie Stiant,guardian
P774944,380327-31-6265,Jillayne Giddy,27/3/1938,011-16743815,M,"67787 Havey Point,Negeri Sembilan",011-09501665,Neile Speke,spouse
P659886,801016-16-9946,Tucker Powrie,16/10/1980,011-61055944,M,"1085 Mariners Cove Circle,Melaka",011-97689746,Gabby Saltmarsh,son
P837475,771205-32-2186,Kilian Wanklyn,5/12/1977,018-4243720,M,"1 Sauthoff Parkway,Pahang",017-9961261,Cornelle Karpe,spouse
P473768,650112-28-6104,Reggy de Vaen,12/1/1965,011-40364649,F,"94 Di Loreto Junction,Kelantan",011-41280869,Fremont Lillecrap,daughter
P865590,060613-16-2509,Peter Gwinn,13/6/1906,019-4232698,F,"804 Oak Road,Putrajaya",019-0805092,Silvana Nizard,parents
P504002,330511-50-4848,Kennie Bucklan,11/5/1933,011-49301310,M,"2627 Huxley Plaza,Sarawak",011-50040814,Clarine Ingon,son
P239321,610512-28-5757,Shannen Wych,12/5/1961,019-9803213,M,"0744 Anthes Point,Kelantan",016-8849611,Marve Rylance,guardian
P736197,750208-58-2842,Dorree Wahncke,8/2/1975,018-5571452,F,"1 Dakota Alley,Labuan",017-8123244,Paulette Whaley,cousin
P277507,460517-35-5837,Hank Lafaye,17/5/1946,019-7119559,M,"44674 Butternut Street,Penang",011-37485338,Rodolfo Durn,son
P424868,551206-12-8461,Bobbe McClarence,6/12/1955,011-58105866,M,"4 Garrison Crossing,Sabah",017-8789544,Adele Douris,spouse
P800931,910813-14-4248,Edin Rockall,13/8/1991,019-3357372,F,"56579 Fieldstone Hill,Kuala Lumpur",011-51406028,Hermine Rosenthaler,son
P037197,200417-58-5251,Marlee McGeaney,17/4/1920,017-3914614,M,"4 Hintze Place,Labuan",017-0787649,Raynor Peakman,parents
P248732,580411-22-4092,Gradey Cinderey,11/4/1958,018-2616724,F,"90811 Jay Park,Johor",019-6870601,Grover Routham,daughter
P467805,320926-32-3876,Gisela Petriello,26/9/1932,011-78316281,F,"0469 Rigney Park,Pahang",018-8741444,Gilles Seldner,spouse
P871530,280924-37-6796,Georgie Baggs,24/9/1928,011-80762454,M,"4 Dottie Pass,Perak",011-30361622,Raymond Jeffress,daughter
P591269,210119-39-5753,Anderson Mitchinson,19/1/1921,011-06818301,F,"5 Kenwood Lane,Perak",011-70919292,Shirl Sudran,spouse
P998323,770902-49-1855,Brantley Mimmack,2/9/1977,011-91740528,F,"9379 Dakota Trail,Sabah",011-07487117,Alyda Jacobowitz,cousin
P928428,310604-06-8072,Monica Extal,4/6/1931,019-0138988,F,"959 Waubesa Alley,Pahang",011-57923118,Karole Rigolle,daughter
P846924,691117-03-0423,Abbe Scoggans,17/11/1969,019-0403693,F,"9 Corscot Crossing,Kelantan",011-76418810,Ardath Buckby,daughter
P153252,860706-45-7832,Kenn Peyntue,6/7/1986,011-26569311,F,"08 Memorial Park,Terengganu",011-38913412,Sib Antonomolii,guardian
P305951,830605-47-6226,Lavinie Minot,5/6/1983,011-73068098,M,"74 Oneill Lane,Sabah",011-54283094,Chilton Donohue,son
P630084,710827-33-0919,Moritz Avey,27/8/1971,011-71528630,F,"623 Pawling Junction,Pahang",019-8977585,Glenda Wilding,daughter
P077898,500813-21-1500,Siward Van Halen,13/8/1950,011-80930315,F,"4 Ruskin Center,Johor",018-7258881,Quinlan Brunini,son
P530390,280711-28-4140,Lauren Bladen,11/7/1928,011-34365726,F,"041 Forest Dale Junction,Kelantan",019-8304670,Peggie Eslinger,son
P925593,560529-44-5398,Jonell Greer,29/5/1956,018-3354628,M,"48 Chive Terrace,Selangor",011-08608018,Elbertina Heintz,parents
P363709,630525-50-7975,Bartlet Fricker,25/5/1963,016-0712302,M,"8 Shelley Place,Sarawak",011-42559933,Zelda Ambrosi,cousin
P415345,761112-50-4142,Bogey Durban,12/11/1976,019-3801294,M,"6 Tony Lane,Sarawak",014-7673966,Alric Stempe,son
P846640,051218-11-1499,Dal Nial,18/12/1905,011-98015790,M,"52246 Surrey Park,Terengganu",011-45436215,Gwen Farryann,parents
P223095,850708-27-5076,Romain Mackieson,8/7/1985,014-4459641,F,"55218 Sutherland Point,Kedah",018-4728035,Kathryne Rodgerson,spouse
P296864,140130-49-7341,Curran Brecknock,30/1/1914,011-98023159,M,"1 Columbus Trail,Sabah",017-0196081,Farley Forge,guardian
P086279,070827-56-4368,Dar Fonzo,27/8/1907,011-72723668,F,"546 Nova Place,Kuala Lumpur",011-74360578,Leoline Sarah,son
P079082,581031-46-2153,Rosalie Andino,31/10/1958,018-6446763,M,"925 Rockefeller Trail,Terengganu",019-6646267,Ezechiel Hasnney,parents
P596176,100203-16-9404,Cristi Maletratt,3/2/1910,011-12506171,M,"09 Helena Trail,Melaka",019-2695675,Amalle Duferie,spouse
P782290,630623-46-6176,Marcellina Tambling,23/6/1963,017-5082419,M,"5752 Rowland Parkway,Terengganu",018-0911624,Deva Bydaway,spouse
P866050,040828-16-0958,Darelle Flello,28/8/1904,018-7002400,M,"0858 Petterle Drive,Melaka",011-60422076,Melodee Petris,son
P613940,360210-54-9942,Teodoro Lampbrecht,10/2/1936,018-7075114,M,"10 Sage Parkway,Kuala Lumpur",018-1059960,Dugald Talboy,son
P584394,930201-04-9278,Rad Ballantine,1/2/1993,011-99157791,F,"58117 Thompson Avenue,Perlis",011-78888200,Kerry Spriggen,spouse
P078850,540816-31-1255,Bronnie Browne,16/8/1954,011-12546364,M,"933 Huxley Way,Negeri Sembilan",011-36837781,Caralie Bellord,guardian
P079587,500925-16-5309,Parrnell Crady,25/9/1950,019-7692967,F,"52 Oneill Court,Putrajaya",019-8498906,Jacinda Lohmeyer,spouse
P726777,371212-43-0224,Elissa True,12/12/1937,011-13540817,M,"02125 Marcy Parkway,Selangor",014-7346974,Rodina Fechnie,son
P616685,450218-25-1758,Nettle Branney,18/2/1945,019-2726480,M,"48 Crownhardt Way,Kedah",017-3666682,Bethina Leyland,cousin
P857938,010514-16-6010,Carmita Bruin,14/5/1901,019-0811204,F,"4359 Dapin Circle,Putrajaya",010-6024615,Cathyleen Freeman,daughter
P847846,830331-46-1806,Kassey Treffrey,31/3/1983,011-87186142,F,"88 Crescent Oaks Park,Terengganu",018-6937319,Brody Parzizek,guardian
P819257,440307-55-8605,Sheridan Adamovsky,7/3/1944,017-5824849,M,"52 Reinke Plaza,Kuala Lumpur",011-85226617,Reggis Ewbank,parents
P813518,820627-32-6769,Lesli Awton,27/6/1982,011-39158892,F,"7346 Bunting Terrace,Pahang",016-6316276,Tersina Yggo,parents
P454414,650522-27-9844,Jules Fordy,22/5/1965,019-6044676,M,"9 International Junction,Kedah",011-18833820,Harriette Walak,parents
P152211,740820-57-4385,Hyman Grovier,20/8/1974,011-39914856,M,"38 Rowland Street,Kuala Lumpur",011-59552314,Catie Cool,guardian
P739004,420817-29-5147,Roberta Hess,17/8/1942,011-81833467,M,"5854 Vernon Avenue,Kelantan",011-40984432,Sisely Fairburne,spouse
P152118,440716-10-8898,Lyn Fellman,16/7/1944,011-80050791,F,"6 Goodland Road,Selangor",011-18240989,Ida Boydle,daughter
P443055,900510-51-2160,Rosmunda Bristo,10/5/1990,019-0023591,F,"71018 American Ash Court,Sarawak",011-72949739,Wheeler O'Curneen,daughter
P848807,030405-21-3044,Leona Aldus,5/4/1903,017-0165090,F,"119 Maple Way,Johor",019-2117399,Laurence Yude,spouse
P008675,960727-58-6883,Marlyn Fretwell,27/7/1996,019-0453113,M,"788 Heath Road,Labuan",011-44294731,Dolph Echlin,son
P638306,961125-59-8442,Mischa Gummer,25/11/1996,011-20621144,M,"5 Sutteridge Alley,Negeri Sembilan",019-7420846,Bald Ahrens,daughter
P028617,940519-27-1352,Gerrilee Kennagh,19/5/1994,011-33763007,M,"6 Shasta Court,Kedah",011-00622228,Maynord Curbishley,son
P736847,610602-04-1325,Cassandry Dyte,2/6/1961,019-7915851,M,"85757 Dwight Trail,Perlis",018-6895348,Susanetta Perks,parents
P257659,580601-28-7272,Olivero Kordas,1/6/1958,019-0997740,F,"7 Quincy Place,Kelantan",017-9303559,Wilt Waddilove,son
P506458,321030-04-3106,Saunderson Mablestone,30/10/1932,011-23780227,F,"8664 Derek Pass,Perlis",011-07159754,Graehme Beernaert,cousin
P359660,311111-16-5605,Sharleen Capeloff,11/11/1931,018-2934756,M,"2207 Victoria Plaza,Melaka",011-29451681,Sallee Ryhorovich,son
P522951,580217-07-3006,Eada Plover,17/2/1958,019-2239463,M,"08 Darwin Court,Penang",011-85776313,Frederica Raubenheimer,son
P776719,971113-45-0645,Issy Tomasoni,13/11/1997,018-1187838,M,"567 Fulton Junction,Terengganu",011-94829590,Cindra Kingzet,son
P416513,950227-32-1759,Teddie Coweuppe,27/2/1995,018-1745063,M,"2 Tennessee Hill,Pahang",011-83738204,Waldon Clarkson,guardian
P217083,940724-53-0722,Barbette Sellar,24/7/1994,011-76756599,M,"8 Little Fleur Drive,Sarawak",011-17971519,Dannie Petry,son
P354069,730414-59-6111,Coleen McKintosh,14/4/1973,011-98148850,F,"11483 Packers Court,Negeri Sembilan",011-00649628,Davin Ivashchenko,daughter
P020826,130528-57-8383,Ilka Autin,28/5/1913,019-2592495,F,"3873 Sachtjen Court,Kuala Lumpur",013-3557413,Dahlia Truce,daughter
P386033,471126-08-1501,Pepito Crisell,26/11/1947,019-4792986,M,"3859 Swallow Pass,Perak",017-0113833,Lydon Silvester,daughter
P985121,500710-12-3966,Jeane Lockett,10/7/1950,011-02996555,F,"76 Texas Place,Sabah",011-33149941,Garrott Harmer,spouse
P155490,500317-03-8521,Elysee Halversen,17/3/1950,011-26032857,M,"859 Maywood Trail,Kelantan",011-66694110,Sanford Crowter,guardian
P435261,190614-38-6648,Ruddy Fearnill,14/6/1919,011-68397702,F,"98 Old Gate Trail,Perak",018-1994740,Desirae Biaggioni,spouse
P949384,940207-06-6785,Zaria Pullar,7/2/1994,011-97488063,F,"4 Canary Parkway,Pahang",011-27171258,Matilde Reubbens,spouse
P946352,190408-07-9873,Reinaldos Chapier,8/4/1919,017-4896923,F,"52289 Morningstar Parkway,Penang",018-0886803,Bethena Mordy,cousin
P579565,650626-24-8094,Raymond Josefsohn,26/6/1965,011-91940062,M,"52120 Logan Street,Johor",011-87753984,Claire West,son
